fy,cc,account,period,expected_per_asset_round_vnd,current_writer_category_round_vnd,alternative_terminal_before_full_fy_vnd,reference_actual_vnd,delta_reference_minus_expected,classification
FY2026,1412000034,9114120007,202602,56559273,56559273,56559273,56559272,-1,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,9114120007,202603,56133228,56133228,56133228,56133228,0,EXACT_MATCH
FY2026,1412000036,5006016242,202504,520711323,520711323,520711323,520711321,-2,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016242,202505,520711323,520711323,520711323,520711321,-2,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016242,202506,520711323,520711323,520711323,520711321,-2,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016242,202507,520711323,520711323,520711323,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000036,5006016242,202508,520711323,520711323,520711323,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000036,5006016242,202509,520711323,520711323,520711323,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000036,5006016242,202510,520711323,520711323,520711323,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000036,5006016242,202511,520711323,520711323,520711323,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000036,5006016242,202512,520711323,520711323,520711323,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000036,5006016242,202601,520711323,520711323,520711323,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000036,5006016242,202602,520711323,520711323,520711323,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000036,5006016242,202603,520711323,520711323,520711323,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000036,5006016243,202504,22790572,22790572,22790572,22790570,-2,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016243,202505,17410939,17410939,17410939,17410937,-2,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016243,202506,15222829,15222828,15222829,15222827,-2,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016243,202507,15222829,15222828,15222829,609614,-14613215,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016243,202508,15222829,15222828,15222829,609614,-14613215,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016243,202509,15222829,15222828,15222829,609614,-14613215,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016243,202510,15222829,15222828,15222829,609614,-14613215,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016243,202511,15222829,15222828,15222829,609614,-14613215,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016243,202512,15222829,15222828,15222829,609614,-14613215,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016243,202601,15222829,15222828,15222829,609614,-14613215,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016243,202602,15222829,15222828,15222829,609614,-14613215,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016243,202603,15222829,15222828,15222829,609614,-14613215,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016244,202504,263255207,263255199,268571118,254927021,-8328186,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016244,202505,263255207,263255199,268571118,264462477,1207270,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016244,202506,233695658,233695654,239011569,234902931,1207273,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016244,202507,232585856,232585857,237901767,7583739,-225002117,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016244,202508,232585856,232585857,237901767,7583739,-225002117,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016244,202509,232585856,232585857,237901767,7583739,-225002117,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016244,202510,232585856,232585857,237901767,7583739,-225002117,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016244,202511,232585856,232585857,237901767,7583739,-225002117,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016244,202512,232585856,232585857,237901767,7583739,-225002117,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016244,202601,232585856,232585857,237901767,7583739,-225002117,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016244,202602,215050515,215050507,220366426,15083776,-199966739,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,5006016244,202603,214395447,214395445,219711358,14810833,-199584614,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,9114120007,202504,167291673,167291664,167291673,183793893,16502220,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,9114120007,202505,140016471,140016455,140016471,178395725,38379254,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,9114120007,202506,139987273,139987257,139987273,178393186,38405913,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,9114120007,202507,139799893,139799879,139799893,178146649,38346756,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,9114120007,202508,139799893,139799879,139799893,48073203,-91726690,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,9114120007,202509,139799893,139799879,139799893,48000948,-91798945,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,9114120007,202510,139799893,139799879,139799893,47930955,-91868938,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,9114120007,202511,139799893,139799879,139799893,47925814,-91874079,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,9114120007,202512,139799893,139799879,139799893,47924648,-91875245,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,9114120007,202601,139799893,139799879,139799893,47937262,-91862631,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,9114120007,202602,139799893,139799879,139799893,47917656,-91882237,TRUE_AMOUNT_MISMATCH
FY2026,1412000036,9114120007,202603,139251215,139251201,139251215,49549103,-89702112,TRUE_AMOUNT_MISMATCH
FY2026,1412000039,5006016244,202504,6484860,6484860,6484860,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,5006016244,202505,6484860,6484860,6484860,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,5006016244,202506,6484860,6484860,6484860,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,5006016244,202507,6484860,6484860,6484860,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,5006016244,202508,6484860,6484860,6484860,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,5006016244,202509,6484860,6484860,6484860,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,5006016244,202510,6484860,6484860,6484860,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,5006016244,202511,6484860,6484860,6484860,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,5006016244,202512,6484860,6484860,6484860,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,5006016244,202601,6484860,6484860,6484860,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,5006016244,202602,6484860,6484860,6484860,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,5006016244,202603,6484860,6484860,6484860,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,9114120007,202504,506531,506531,506531,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,9114120007,202505,272943,272943,272943,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,9114120007,202506,272943,272943,272943,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,9114120007,202507,272943,272943,272943,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,9114120007,202508,272943,272943,272943,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,9114120007,202509,272943,272943,272943,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,9114120007,202510,272943,272943,272943,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,9114120007,202511,272943,272943,272943,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,9114120007,202512,272943,272943,272943,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,9114120007,202601,272943,272943,272943,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,9114120007,202602,272943,272943,272943,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000039,9114120007,202603,272943,272943,272943,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,5006016244,202504,11406711,11406711,11406711,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,5006016244,202505,11406711,11406711,11406711,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,5006016244,202506,11406711,11406711,11406711,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,5006016244,202507,11406711,11406711,11406711,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,5006016244,202508,11406711,11406711,11406711,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,5006016244,202509,11406711,11406711,11406711,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,5006016244,202510,11406711,11406711,11406711,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,5006016244,202511,11406711,11406711,11406711,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,5006016244,202512,11406711,11406711,11406711,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,5006016244,202601,11406711,11406711,11406711,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,5006016244,202602,11406711,11406711,11406711,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,5006016244,202603,11406711,11406711,11406711,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,9114120007,202504,821367,821367,821367,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,9114120007,202505,410556,410556,410556,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,9114120007,202506,410556,410556,410556,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,9114120007,202507,410556,410556,410556,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,9114120007,202508,410556,410556,410556,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,9114120007,202509,410556,410556,410556,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,9114120007,202510,410556,410556,410556,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,9114120007,202511,410556,410556,410556,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,9114120007,202512,410556,410556,410556,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,9114120007,202601,410556,410556,410556,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,9114120007,202602,410556,410556,410556,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000040,9114120007,202603,410556,410556,410556,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000044,5006016242,202504,47315281,47315281,47315281,47315281,0,EXACT_MATCH
FY2026,1412000044,5006016242,202505,47315281,47315281,47315281,47315281,0,EXACT_MATCH
FY2026,1412000044,5006016242,202506,47315281,47315281,47315281,47315281,0,EXACT_MATCH
FY2026,1412000044,5006016242,202507,47315281,47315281,47315281,60010281,12695000,TRUE_AMOUNT_MISMATCH
FY2026,1412000044,5006016242,202508,47315281,47315281,47315281,89631948,42316667,TRUE_AMOUNT_MISMATCH
FY2026,1412000044,5006016242,202509,47315281,47315281,47315281,89631948,42316667,TRUE_AMOUNT_MISMATCH
FY2026,1412000044,5006016242,202510,47315281,47315281,47315281,104442782,57127501,TRUE_AMOUNT_MISMATCH
FY2026,1412000044,5006016242,202511,47315281,47315281,47315281,104442782,57127501,TRUE_AMOUNT_MISMATCH
FY2026,1412000044,5006016242,202512,47315281,47315281,47315281,104442782,57127501,TRUE_AMOUNT_MISMATCH
FY2026,1412000044,5006016242,202601,47315281,47315281,47315281,104442782,57127501,TRUE_AMOUNT_MISMATCH
FY2026,1412000044,5006016242,202602,47315281,47315281,47315281,104442782,57127501,TRUE_AMOUNT_MISMATCH
FY2026,1412000044,5006016242,202603,47315281,47315281,47315281,104442782,57127501,TRUE_AMOUNT_MISMATCH
FY2026,1412000044,9114120007,202504,4472195,4472195,4472195,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000044,9114120007,202505,2769033,2769033,2769033,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000044,9114120007,202506,2769033,2769033,2769033,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000044,9114120007,202507,2769033,2769033,2769033,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000044,9114120007,202508,2769033,2769033,2769033,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000044,9114120007,202509,2769033,2769033,2769033,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000044,9114120007,202510,2769033,2769033,2769033,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000044,9114120007,202511,2769033,2769033,2769033,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000044,9114120007,202512,2769033,2769033,2769033,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000044,9114120007,202601,2769033,2769033,2769033,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000044,9114120007,202602,2769033,2769033,2769033,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000044,9114120007,202603,2769033,2769033,2769033,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000050,5006016244,202504,66617775,66617774,66617775,66618029,254,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,5006016244,202505,66617775,66617774,66617775,66618029,254,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,5006016244,202506,66617775,66617774,66617775,66618029,254,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,5006016244,202507,66617775,66617774,66617775,66618029,254,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,5006016244,202508,66617775,66617774,66617775,66618029,254,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,5006016244,202509,66617775,66617774,66617775,66618029,254,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,5006016244,202510,66617775,66617774,66617775,66618029,254,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,5006016244,202511,66617775,66617774,66617775,66618029,254,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,5006016244,202512,66617775,66617774,66617775,66618029,254,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,5006016244,202601,66617775,66617774,66617775,66618029,254,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,5006016244,202602,60366757,60366756,60366757,66618029,6251272,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,5006016244,202603,60132915,60132914,60132915,66617775,6484860,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,9114120007,202504,7663972,7663972,7663972,6896179,-767793,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,9114120007,202505,5265886,5265886,5265886,5282135,16249,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,9114120007,202506,5265886,5265886,5265886,5282135,16249,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,9114120007,202507,5265886,5265886,5265886,5282135,16249,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,9114120007,202508,5265886,5265886,5265886,5282135,16249,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,9114120007,202509,5265886,5265886,5265886,5282135,16249,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,9114120007,202510,5265886,5265886,5265886,5282135,16249,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,9114120007,202511,5265886,5265886,5265886,5282135,16249,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,9114120007,202512,5265886,5265886,5265886,5282135,16249,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,9114120007,202601,5265886,5265886,5265886,5282135,16249,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,9114120007,202602,5265886,5265886,5265886,5282135,16249,TRUE_AMOUNT_MISMATCH
FY2026,1412000050,9114120007,202603,5070637,5070637,5070637,5282135,211498,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5005036246,202504,4764180,4764180,4764180,4764180,0,EXACT_MATCH
FY2026,1412000056,5005036246,202505,4764180,4764180,4764180,4764180,0,EXACT_MATCH
FY2026,1412000056,5005036246,202506,4764180,4764180,4764180,4764180,0,EXACT_MATCH
FY2026,1412000056,5005036246,202507,4764180,4764180,4764180,4764180,0,EXACT_MATCH
FY2026,1412000056,5005036246,202508,4764180,4764180,4764180,4764180,0,EXACT_MATCH
FY2026,1412000056,5005036246,202509,4764180,4764180,4764180,4764180,0,EXACT_MATCH
FY2026,1412000056,5005036246,202510,4764180,4764180,4764180,4764180,0,EXACT_MATCH
FY2026,1412000056,5005036246,202511,4764180,4764180,4764180,4764180,0,EXACT_MATCH
FY2026,1412000056,5005036246,202512,4764180,4764180,4764180,4764180,0,EXACT_MATCH
FY2026,1412000056,5005036246,202601,4764180,4764180,4764180,4764180,0,EXACT_MATCH
FY2026,1412000056,5005036246,202602,4764180,4764180,4764180,4764180,0,EXACT_MATCH
FY2026,1412000056,5005036246,202603,4764180,4764180,4764180,4764180,0,EXACT_MATCH
FY2026,1412000056,5006016242,202504,1105637003,1105637002,1226584553,1105637002,-1,ROUNDING_ORDER
FY2026,1412000056,5006016242,202505,1105637003,1105637002,1226584553,1105637002,-1,ROUNDING_ORDER
FY2026,1412000056,5006016242,202506,1105637003,1105637002,1226584553,1147953669,42316666,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016242,202507,1105637003,1105637002,1226584553,1147953669,42316666,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016242,202508,1105637003,1105637002,1226584553,1147953669,42316666,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016242,202509,1027127822,1027127822,1148075372,1069441950,42314128,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016242,202510,946374927,946374927,1067322477,988689055,42314128,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016242,202511,946374927,946374927,1067322477,988689055,42314128,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016242,202512,932175062,932175061,1053122612,1183052443,250877381,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016242,202601,917570734,917570733,1038518284,1168448115,250877381,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016242,202602,917570734,917570733,1038518284,1168448115,250877381,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016242,202603,917570734,917570733,1038518284,1168448115,250877381,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016244,202504,199359744,199359741,210437909,214875852,15516108,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016244,202505,199359744,199359741,210437909,218754880,19395136,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016244,202506,196301266,196301262,207379431,215696401,19395135,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016244,202507,196187010,196187007,207265175,226161313,29974303,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016244,202508,196187010,196187007,207265175,226161313,29974303,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016244,202509,196187010,196187007,207265175,254372424,58185414,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016244,202510,101358661,101358657,112436826,242126996,140768335,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016244,202511,97816245,97816245,108894410,275400084,177583839,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016244,202512,97816245,97816245,108894410,284568695,186752450,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016244,202601,97816245,97816245,108894410,312152893,214336648,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016244,202602,90236315,90236314,101314480,304572962,214336647,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,5006016244,202603,89953216,89953215,101031381,304289863,214336647,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,9114120007,202504,135961677,135961672,135961677,119962672,-15999005,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,9114120007,202505,88868301,88868301,88868301,79252092,-9616209,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,9114120007,202506,88868301,88868301,88868301,79671027,-9197274,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,9114120007,202507,88849005,88849005,88849005,87268731,-1580274,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,9114120007,202508,88849005,88849005,88849005,88411281,-437724,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,9114120007,202509,88849005,88849005,88849005,88411281,-437724,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,9114120007,202510,86217840,86217839,86217840,90858115,4640275,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,9114120007,202511,84436733,84436730,84436733,102723213,18286480,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,9114120007,202512,84436733,84436730,84436733,109350003,24913270,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,9114120007,202601,83701692,83701690,83701692,162162472,78460780,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,9114120007,202602,83701692,83701690,83701692,166890993,83189301,TRUE_AMOUNT_MISMATCH
FY2026,1412000056,9114120007,202603,83465057,83465055,83465057,166890993,83425936,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,5006016244,202504,93124173,93124173,93124173,88377258,-4746915,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,5006016244,202505,91052603,91052602,91052603,88377258,-2675345,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,5006016244,202506,88471455,88471455,88471455,88377258,-94197,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,5006016244,202507,88378020,88378020,88378020,88377258,-762,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,5006016244,202508,88378020,88378020,88378020,88377258,-762,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,5006016244,202509,88378020,88378020,88378020,88377258,-762,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,5006016244,202510,88378020,88378020,88378020,88377258,-762,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,5006016244,202511,88378020,88378020,88378020,88377258,-762,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,5006016244,202512,88378020,88378020,88378020,88377258,-762,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,5006016244,202601,88378020,88378020,88378020,88377258,-762,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,5006016244,202602,88378020,88378020,88378020,88377258,-762,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,5006016244,202603,88378020,88378020,88378020,88377258,-762,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,9114120007,202504,10175298,10175296,10175298,7369956,-2805342,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,9114120007,202505,6822039,6822039,6822039,6810126,-11913,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,9114120007,202506,6815438,6815438,6815438,6810126,-5312,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,9114120007,202507,6799696,6799696,6799696,6810126,10430,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,9114120007,202508,6799696,6799696,6799696,6810126,10430,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,9114120007,202509,6799696,6799696,6799696,6810126,10430,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,9114120007,202510,6799696,6799696,6799696,6810126,10430,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,9114120007,202511,6799696,6799696,6799696,6810126,10430,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,9114120007,202512,6799696,6799696,6799696,6810126,10430,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,9114120007,202601,6799696,6799696,6799696,6810126,10430,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,9114120007,202602,6799696,6799696,6799696,6810126,10430,TRUE_AMOUNT_MISMATCH
FY2026,1412000057,9114120007,202603,6799696,6799696,6799696,6810126,10430,TRUE_AMOUNT_MISMATCH
FY2026,1412000069,5006016244,202504,3872229,3872229,3872229,3872229,0,EXACT_MATCH
FY2026,1412000069,5006016244,202505,3872229,3872229,3872229,3872229,0,EXACT_MATCH
FY2026,1412000069,5006016244,202506,3872229,3872229,3872229,3872229,0,EXACT_MATCH
FY2026,1412000069,5006016244,202507,3872229,3872229,3872229,3872229,0,EXACT_MATCH
FY2026,1412000069,5006016244,202508,1682596,1682595,1682596,1682596,0,EXACT_MATCH
FY2026,1412000069,5006016244,202509,1600840,1600840,1600840,1600840,0,EXACT_MATCH
FY2026,1412000069,5006016244,202510,1600840,1600840,1600840,1600840,0,EXACT_MATCH
FY2026,1412000069,5006016244,202511,57635,57635,57635,57635,0,EXACT_MATCH
FY2026,1412000069,9114120007,202504,200581,200581,200581,200581,0,EXACT_MATCH
FY2026,1412000069,9114120007,202505,61190,61190,61190,61190,0,EXACT_MATCH
FY2026,1412000069,9114120007,202506,61190,61190,61190,61190,0,EXACT_MATCH
FY2026,1412000069,9114120007,202507,61190,61190,61190,61190,0,EXACT_MATCH
FY2026,1412000069,9114120007,202508,61190,61190,61190,61190,0,EXACT_MATCH
FY2026,1412000069,9114120007,202509,33769,33769,33769,33769,0,EXACT_MATCH
FY2026,1412000069,9114120007,202510,33769,33769,33769,33769,0,EXACT_MATCH
FY2026,1412000069,9114120007,202511,33769,33769,33769,33769,0,EXACT_MATCH
FY2026,1412000077,5006016242,202504,10189769,10189769,10189769,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016242,202505,10189769,10189769,10189769,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016242,202506,10189769,10189769,10189769,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016242,202507,10189769,10189769,10189769,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016242,202508,10189769,10189769,10189769,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016242,202509,10189769,10189769,10189769,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016242,202510,10189769,10189769,10189769,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016242,202511,10189769,10189769,10189769,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016242,202512,10189769,10189769,10189769,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016242,202601,10189769,10189769,10189769,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016242,202602,10189769,10189769,10189769,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016242,202603,10189769,10189769,10189769,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016244,202504,43679688,43679687,43679688,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016244,202505,43628654,43628653,43628654,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016244,202506,43628654,43628653,43628654,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016244,202507,43628654,43628653,43628654,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016244,202508,43628654,43628653,43628654,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016244,202509,43628654,43628653,43628654,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016244,202510,43628654,43628653,43628654,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016244,202511,43628654,43628653,43628654,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016244,202512,43628654,43628653,43628654,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016244,202601,43628654,43628653,43628654,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016244,202602,43628654,43628653,43628654,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,5006016244,202603,43628654,43628653,43628654,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,9114120007,202504,6544528,6544527,6544528,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,9114120007,202505,5053626,5053626,5053626,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,9114120007,202506,5053626,5053626,5053626,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,9114120007,202507,5053626,5053626,5053626,,,MISSING_REFERENCE_OUTPUT
